route_id,stop_name,stop_id,stop_sequence,stop_lat,stop_lon
T10,p.za ventiquattro maggio,17553,34,45.4518782138197,9.17931117606135
T1,roserio (ospedale sacco),14909,1,45.517371283956,9.11975555161892
T1,via grassi,10471,2,45.5138023481848,9.12555352214887
T1,l.go boccioni,10473,3,45.5115923809148,9.12805852429265
T1,via palizzi via mambretti,10481,4,45.5083878407097,9.13521024298278
T1,certosa s,10725,5,45.507802464068,9.13722344127792
T1,v.le espinasse via palizzi,10703,6,45.5028065182225,9.13868843612033
T1,p.le santorre di santarosa,10701,7,45.5009395480359,9.13953638340741
T1,v.le espinasse via nuvolone,10708,8,45.498007593506,9.14157839367364
T1,v.le espinasse via casella,10682,9,45.4954306156009,9.14337940876164
T1,v.le espinasse p.le accursio,10686,10,45.4935436351715,9.14468643501001
T1,v.le certosa via grosotto,10689,11,45.4917016832332,9.14757140211411
T1,v.le certosa v.le serra,10694,12,45.4901136882784,9.15105531013437
T1,p.za firenze,10978,13,45.4878336994227,9.15607230631443
T1,c.so sempione via e. filiberto,10945,14,45.4861337533816,9.15839526654548
T1,c.so sempione via arona,10953,15,45.4842287741834,9.16057426487559
T1,domodossola fn m5,10960,16,45.4824267848038,9.16295125215183
T1,c.so sempione via procaccini,11281,17,45.4803648624566,9.16581120128608
T1,c.so sempione via villasanta,11283,18,45.4793498665305,9.166951206733
T1,c.so sempione via canova,11287,19,45.4778718866219,9.16897420161929
T1,arco della pace,11262,20,45.476308899474,9.17151918007782
T1,via pagano via canova,11258,21,45.4741879449934,9.17001519835832
T1,l.go quinto alpini,11252,22,45.4726029560821,9.16757622317937
T1,via venti settembre,11256,23,45.4701829654469,9.17000919383641
T1,p.za virgilio,11263,24,45.4682979880739,9.17253019052481
T1,cadorna m1 m2,11270,25,45.467950018575,9.17625415841731
T1,foro buonaparte via ricasoli,11522,26,45.4675810568535,9.17917009031583
T1,cairoli m1,11536,27,45.4683140308826,9.18257904344387
T1,via cusani,11546,28,45.4688410215274,9.1848330408409
T1,cordusio m1,11497,29,45.4662150396436,9.18615304868802
T1,via grossi,11509,30,45.4655780929113,9.18783805240899
T1,teatro alla scala,11557,31,45.4663820878814,9.1888880214901
T1,montenapoleone m3,11560,32,45.4693060496454,9.19200492642361
T1,via manzoni via pisoni,11830,33,45.4710350389796,9.19378692399198
T1,p.za cavour,11840,34,45.4727840035142,9.19521188846636
T1,turati m3,11838,35,45.4755620006146,9.19465892826158
T1,repubblica m3,11876,36,45.4778909549995,9.19779086198956
T1,v.le vittorio veneto,11882,37,45.4767429882315,9.200348804051
T1,v.le tunisia,11886,38,45.4783119768467,9.20258476953191
T1,p.za cincinnato,11892,39,45.4799289672622,9.20409670776781
T1,via vitruvio,12172,40,45.4821619344192,9.20649169512411
T1,via settembrini,12175,41,45.4835309320752,9.20788264846263
T1,caiazzo m2,12183,42,45.48557090167,9.21006459805648
T1,v.le brianza,12242,43,45.4876418653067,9.21222856595935
T1,via venini via battaglia,12245,44,45.4893488676458,9.2140465559598
T1,via venini via sauli,12247,45,45.4907948975226,9.21555656789839
T1,p.za morbegno,12253,46,45.4926378623081,9.21643054582615
T1,greco rovereto,12254,47,45.4949988165282,9.21624148069724
